Country,Year,Coffee_Consumption_kg,Coffee_Price_USD_kg,Population_Millions,Coffee_Type_Americano,Coffee_Type_Cappuccino,Coffee_Type_Espresso,Coffee_Type_Latte,Coffee_Type_Mocha,Year_diff,log_population,standardized_price,price_population_interaction,americano_ratio,yearly_trend,year_trend
Brazil,2002,9.270054535466304,5.837165295760013,37.34973269464065,0,0,1,0,0,21,3.6203257547832206,-1.1502516642293412,218.01656349106952,0.0,-0.0579690130833298,0.08695652173913043
Bangladesh,2005,7.916879988826613,5.082332508389388,14.725084280538374,0,0,1,0,0,18,2.689552453157153,-1.3897863980184653,74.83777452775375,0.0,2.625629942747354,0.21739130434782608
South_Korea,2003,2.8559997718687944,10.50267522261599,144.12616405153727,0,0,0,1,0,20,4.970689055236831,0.3302771323705365,1513.710292114768,0.0,-0.6752074544890301,0.13043478260869565
Poland,2003,5.505100570956534,12.157961613243636,26.155469264272924,0,0,0,0,1,20,3.264058318327575,0.8555571567119694,317.99719129140396,0.0,0.9275563762928201,0.13043478260869565
South_Africa,2003,3.05124297444371,5.639439141949515,23.36547846810154,1,0,0,0,0,20,3.1512596539269486,-1.2129970595123498,131.7681938433904,1.0,-0.44574255545098174,0.13043478260869565
India,2009,9.901593542088662,8.091508160600021,145.83619000417292,1,0,0,0,0,14,4.982484005537748,-0.4348701558559843,1180.0347215295806,1.0,0.9741596110260924,0.391304347826087
Japan,2008,4.664307387189386,13.573057955644048,77.87912625515794,0,0,1,0,0,15,4.355157961323934,1.3046165130809362,1057.0578941961787,0.0,-0.28466070957263756,0.34782608695652173
Argentina,2007,6.6826443351204965,14.386454557163532,113.93976967927756,0,0,1,0,0,16,4.735669972629086,1.5627355848407094,1639.1893187446058,0.0,-0.2826548737886009,0.30434782608695654
United_Kingdom,2018,8.235144433953774,8.994767370446528,49.76988302426072,0,1,0,0,0,5,3.9074100425414144,-0.1482345486152997,447.6685198575609,0.0,-0.10122358722454039,0.782608695652174
India,2016,9.364928673805164,4.874675274339163,80.39624518429346,0,0,1,0,0,7,4.386967473406471,-1.4556832709548864,391.9055885495843,0.0,0.3331929199111434,0.6956521739130435
Saudi_Arabia,2016,8.044381806730879,6.834661018226151,2.0212030995807444,1,0,0,0,0,7,0.7036929279693428,-0.8337115293353348,13.814238034622383,1.0,-0.14100981577873772,0.6956521739130435
Norway,2000,7.396030230129901,6.562669123470863,61.91395223523499,0,1,0,0,0,23,4.125745553891796,-0.9200240308496836,406.3207826462265,0.0,1.5918965934279665,0.0
Romania,2019,5.727854256305211,6.628600925951627,83.70837818014913,0,1,0,0,0,4,4.427339070217756,-0.8991015735588712,554.8694331148455,0.0,-0.17239335641226894,0.8260869565217391
Brazil,2013,6.843201070004192,9.43269875917175,77.64711436136943,0,0,1,0,0,10,4.3521743867840055,-0.009263666094941756,732.4218392897563,0.0,0.28966489664319695,0.5652173913043478
Australia,2021,2.7533104708226386,10.415482168607284,61.46713339529663,0,1,0,0,0,2,4.118502615624524,0.30260773945374325,640.2098318341173,0.0,-0.5424801447268179,0.9130434782608695
Egypt,2019,9.0713803356901,5.3476054754792886,118.39824189792256,0,0,0,0,1,4,4.774053873504546,-1.3056060462684147,633.147086660452,0.0,0.5837309976426761,0.8260869565217391
Philippines,2010,6.350218470719083,13.78291607181168,75.74448317140248,0,0,1,0,0,13,4.327365612316858,1.3712118025685656,1043.9798544541925,0.0,0.9437513369235555,0.43478260869565216
Peru,2002,2.3210804034795416,10.819712056092264,95.78195802324498,0,0,0,0,1,21,4.562074337629345,0.4308839618282492,1036.333205980227,0.0,-0.7496152374725176,0.08695652173913043
South_Africa,2023,9.35921700527918,10.56976903294806,28.50854861347,0,0,1,0,0,0,3.350203993648017,0.35156833522457903,301.32877430894956,0.0,0.0020873427762577723,1.0
Bangladesh,2007,5.9144157906949495,14.860068982227125,129.36351436525746,0,0,0,0,1,16,4.862626382225565,1.7130299376091909,1922.3507472510555,0.0,-0.11495876570718244,0.30434782608695654
Finland,2021,8.948713132488013,10.909583752424378,55.06259110155508,0,0,1,0,0,2,4.008470558206813,0.45940338124970576,600.7099492479124,0.0,2.2501649295708748,0.9130434782608695
Portugal,2009,8.855103633642855,14.218550642313035,72.83344136564293,1,0,0,0,0,14,4.288175209147574,1.5094538246697407,1035.585974511331,1.0,-0.10568903924378403,0.391304347826087
Egypt,2016,8.526012699656919,7.148826695957709,53.47702219387232,0,0,1,0,0,7,3.979252069940661,-0.7340158175959892,382.29796387987733,0.0,0.05987170978421874,0.6956521739130435
United_Kingdom,2007,2.4912241543628486,6.641424393811473,133.89416922506598,1,0,0,0,0,16,4.897049706006384,-0.8950322405735336,889.2480016804747,1.0,-0.5787877885957478,0.30434782608695654
Poland,2021,3.976533163393671,9.681705555068984,135.21028189737268,0,0,0,1,0,2,4.906831210254024,0.0697548629950519,1309.0661373482362,0.0,-0.5556307253881012,0.9130434782608695
Brazil,2000,9.004382979723445,9.594698424003326,34.41836734692622,0,0,0,1,0,23,3.5385903563907135,0.042144469903668255,330.2338549403205,0.0,0.2174616246214689,0.0
Nigeria,2019,9.19192844841675,6.491320144322866,113.15446880858772,0,0,1,0,0,4,4.728753865851913,-0.942665546973903,734.5218827973389,0.0,0.01328883899315425,0.8260869565217391
Belgium,2020,5.6645508989504485,11.696212225899425,16.329648310521687,1,0,0,0,0,3,2.7929823703464014,0.7090279936637307,190.99503221416165,1.0,-0.4243776469927043,0.8695652173913043
Norway,2006,5.520331741233618,4.325972011603626,5.447702642861945,1,0,0,0,0,17,1.6951939863851386,-1.6298059272141812,23.566609160559874,1.0,-0.2385124427609162,0.2608695652173913
Saudi_Arabia,2023,3.401125071089198,11.59693519804398,125.65103291153156,0,1,0,0,0,0,4.833508484501229,0.6775239349680751,1457.1668862423228,0.0,-0.6366015373753219,1.0
Brazil,2008,9.74728630952921,9.0289567473563,20.54554368247181,0,1,0,0,0,15,3.022644064991893,-0.13738506852709936,185.50482525995744,0.0,1.0897607083744796,0.34782608695652173
Peru,2011,3.7051078028723454,11.57908261929587,24.062624961287767,0,0,0,0,1,12,3.180659805230893,0.6718586899370874,278.6231224638821,0.0,-0.5676218274600155,0.4782608695652174
Finland,2021,3.5274942748061244,9.247886937056707,91.38165063480648,0,1,0,0,0,2,4.515044699386369,-0.06791089413284304,845.0871731923065,0.0,-0.11292220387376972,0.9130434782608695
Argentina,2008,7.285831761193394,14.750671611731644,122.69850896505204,0,0,1,0,0,15,4.809730199768965,1.6783143417086133,1809.8854129925937,0.0,-0.25252716193731095,0.34782608695652173
India,2019,3.942754424003581,7.681534462134296,29.25053708611529,0,1,0,0,0,4,3.375897935427759,-0.5649690895080439,224.6890086629319,0.0,-0.5710634121958711,0.8260869565217391
Iraq,2023,9.510172888115118,14.80830230702627,18.01464297213264,0,1,0,0,0,0,2.8911849256374555,1.696602568566865,266.76627908448637,0.0,1.7961844064351093,1.0
Argentina,2002,2.0872559625423586,4.714713367268729,12.521029479627105,0,0,1,0,0,21,2.5274095890987907,-1.5064447554420508,59.033065059563725,0.0,-0.10073948346927397,0.08695652173913043
Greece,2003,2.0460260985864105,11.521368522333123,4.702115326232526,0,0,1,0,0,20,1.5480124768763301,0.6535439968247132,54.17480350803557,0.0,-0.32944504396296614,0.13043478260869565
Kenya,2009,6.039014411484796,8.996411274634033,18.35539332885272,0,0,0,0,1,14,2.9099234456951044,-0.14771288056044415,165.13266749403292,0.0,-0.31801877636519116,0.391304347826087
Chile,2003,5.904499679307776,13.043513880826705,141.46109452573134,1,0,0,0,0,20,4.952024728929327,1.1365737344506812,1845.1497500433154,1.0,1.8858379095883313,0.13043478260869565
Kenya,2021,3.306912175207284,12.685776766886978,15.197094375084816,0,1,0,0,0,2,2.7211042500450247,1.0230512884364649,192.78694674763975,0.0,-0.06253223461601909,0.9130434782608695
Czech_Republic,2008,5.956156503762276,12.802312011635312,90.03628713719299,0,0,0,1,0,15,4.500212779484107,1.060031980445193,1152.6726402995316,0.0,-0.1825015044285515,0.34782608695652173
Thailand ,2021,5.293288841359892,5.042124592327717,138.22399194848845,1,0,0,0,0,2,4.92887549936679,-1.4025457702015378,696.9425890531819,1.0,0.6006741518704224,0.9130434782608695
Brazil,2000,9.12263620273895,13.046022698474244,94.54520097564962,0,0,1,0,0,23,4.54907803734513,1.1373698696708034,1233.4388379601342,0.0,0.01313285133271136,0.0
Ukraine,2004,2.074031361735708,6.35444173188137,5.879117423978792,0,1,0,0,0,19,1.7714066526819185,-0.9861018346315469,37.35850910556173,0.0,-0.7592766787972833,0.17391304347826086
Sweden,2008,9.810158440263615,4.282482902449383,89.86565727517839,0,0,0,0,1,15,4.498315858205831,-1.6436065362474412,384.84814079832745,0.0,0.6470618987373675,0.34782608695652173
France,2004,6.99514211436674,6.395125916528525,135.55673071924582,0,0,0,1,0,19,4.909390229593844,-0.9731913258381617,866.9023617825275,0.0,2.372727261227463,0.17391304347826086
Belgium,2005,3.214747565162205,9.27213615169816,49.06129622693887,1,0,0,0,0,18,3.893070459739744,-0.06021577374204897,454.90301839497243,1.0,-0.593937565088861,0.21739130434782608
Germany,2018,2.37408011048933,12.163224959025753,47.73056150605581,0,1,0,0,0,5,3.8655718951651545,0.8572273996476945,580.5575570187718,0.0,-0.7117136038682068,0.782608695652174
Philippines,2007,6.304845268473855,6.40495728916139,38.08067471642025,0,0,1,0,0,16,3.6397069281595846,-0.9700714888811606,243.90509510111974,0.0,1.5308221491961134,0.30434782608695654
United_States,2009,3.879121327774561,5.243083028992984,76.32614345499572,1,0,0,0,0,14,4.335015519904014,-1.3387746589903098,400.184307417372,1.0,-0.35765655395731843,0.391304347826087
India,2010,4.409324296010074,11.105639805263364,36.45348407029249,0,0,0,1,0,13,3.596037038805581,0.5216187953258754,404.8392637315742,0.0,-0.30564211037124,0.43478260869565216
China,2012,3.961057318676109,14.822878399960194,108.84452693845542,0,0,1,0,0,11,4.689920505648916,1.7012280705310485,1613.3891873099162,0.0,-0.5692102477850141,0.5217391304347826
Netherlands,2019,7.201378508580087,10.6095733229418,97.0844003655222,0,0,0,1,0,4,4.5755807070409,0.3641996227982525,1030.0240641918456,0.0,0.8264841616150189,0.8260869565217391
Russia,2003,6.4282316969290685,11.60163100535764,60.715268690069024,0,1,0,0,0,20,4.106195209927416,0.6790140781807474,704.3961437333248,0.0,0.08870049048468975,0.13043478260869565
Morocco,2010,2.623795388174492,10.17284188121062,108.66070361134642,1,0,0,0,0,13,4.688230216450713,0.22560952525251093,1105.3881565393187,1.0,-0.4049438843614379,0.43478260869565216
Thailand ,2011,6.212212265401403,12.605832886513545,15.675949659517595,0,0,0,0,1,12,2.752127669023068,0.997682310798352,197.60840174527772,0.0,0.6766616778560266,0.4782608695652174
Saudi_Arabia,2004,8.3295181245064,14.733848622303892,112.67973210423084,0,1,0,0,0,19,4.724549565513606,1.672975821228931,1660.206115625493,0.0,0.19075752691272663,0.17391304347826086
Russia,2009,2.6495567265625946,9.985421523446034,90.83331905597166,0,1,0,0,0,14,4.509026168253214,0.1661345179993357,907.0089791475401,0.0,-0.3169698747003006,0.391304347826087
South_Africa,2023,9.11791180984336,8.584695629169985,94.88234847730908,0,0,0,0,1,0,4.552637687022652,-0.27836459466600183,814.5360822585387,0.0,-0.04124647184510888,1.0
India,2006,6.626453195581833,13.463773672761391,10.634891333150186,0,0,0,0,1,17,2.3641402307485815,1.2699368038186791,143.18576994394576,0.0,0.2003722794567111,0.2608695652173913
Switzerland,2020,9.604995754162534,14.667011781359893,93.1021167475134,0,0,1,0,0,3,4.533696920302895,1.651766163711807,1365.5298432053232,0.0,0.6956323502966824,0.8695652173913043
South_Korea,2008,3.185129741779005,5.420998049565247,74.62418154999838,0,0,0,1,0,15,4.312464604148413,-1.28231602629324,404.5375426329441,0.0,-0.6753233129542182,0.34782608695652173
Peru,2008,9.948519994826524,10.359880620212657,73.39351284522463,0,1,0,0,0,15,4.295835550859402,0.28496343158078563,760.3480313745714,0.0,2.1234269249170152,0.34782608695652173
China,2009,7.154182927757415,12.717059918005972,48.9561565688835,0,0,1,0,0,14,3.8909251336701276,1.0329785218592151,622.5783764417731,0.0,1.7001433319145813,0.391304347826087
Denmark,2009,6.539953595848503,9.8667334567203,2.1344686176999854,0,0,1,0,0,14,0.7582177246950483,0.1284706605957289,21.060232922579978,0.0,-0.08585597238865295,0.391304347826087
Germany,2001,6.122236992896683,8.501166650122435,63.972972606877626,0,1,0,0,0,22,4.158460691147103,-0.3048712489801687,543.8449012347842,0.0,0.8699910745160633,0.043478260869565216
Kenya,2003,2.189234984786502,11.207528032489629,60.73651740963505,0,0,0,1,0,20,4.106545121945431,0.553951478528342,680.7062214642792,0.0,-0.6594343377771594,0.13043478260869565
Egypt,2007,9.517113532396625,6.971409039646831,63.99800569047685,0,0,0,0,1,16,4.158851921787856,-0.7903166192900337,446.15627538995966,0.0,0.5094920060901555,0.30434782608695654
India,2013,7.1519557828335865,7.840471172322063,92.18710698042644,0,1,0,0,0,10,4.52382028326188,-0.5145329356987195,722.7903547398035,0.0,0.04511846278823506,0.5652173913043478
Australia,2016,2.73301187599433,14.915043247694792,45.68602592476272,0,0,0,1,0,7,3.821792472688814,1.73047518676155,681.4090524831414,0.0,-0.6794501753317463,0.6956521739130435
Nigeria,2012,2.167617362356199,11.00111867811945,41.138133935900974,0,0,0,0,1,11,3.7169355243215154,0.48845060127727286,452.5654936252198,0.0,-0.4527679889568791,0.5217391304347826
Philippines,2020,2.4062691138940107,13.60220028142182,75.16941064151875,1,0,0,0,0,3,4.319744374817,1.313864388059302,1022.4693785823788,1.0,-0.749477337056479,0.8695652173913043
Mexico,2023,6.875166107457925,12.885453643408578,89.25533372180074,0,1,0,0,0,0,4.491501180462899,1.0864157159781649,1150.0954650992257,0.0,-0.245971418583392,1.0
Australia,2017,6.912123319156682,11.174998098334264,85.53193557184845,0,1,0,0,0,6,4.448889821663396,0.543628597423474,955.8192173622552,0.0,0.21707924520091915,0.7391304347826086
Czech_Republic,2017,5.997338334251529,13.248019907046505,132.36461838560643,0,0,0,1,0,6,4.885560375052766,1.2014706193879,1753.5690993611279,0.0,-0.13234500350563216,0.7391304347826086
Kenya,2012,4.454126565223612,7.158743449769281,115.60246469337828,0,0,1,0,0,11,4.750157276887965,-0.7308688862172111,827.5683869009063,0.0,1.0548490903311363,0.5217391304347826
Vietnam,2007,6.253941852917131,11.008280936935282,8.77629455987643,0,0,1,0,0,16,2.172054286661762,0.49072343545655545,96.61191610041652,0.0,-0.34287409395417323,0.30434782608695654
Czech_Republic,2011,6.130414567010063,10.49663838476379,84.95783685706674,0,0,0,1,0,12,4.442155096447592,0.32836143346072644,891.7716914403866,0.0,-0.013167241378229777,0.4782608695652174
Russia,2022,2.155324479012525,10.846615608726792,63.25431721399164,0,1,0,0,0,1,4.147163381625965,0.4394213961131871,686.0952644126376,0.0,-0.49358222053862033,0.9565217391304348
China,2023,4.259753842619984,5.854951198614527,54.79664271918627,0,1,0,0,0,0,4.003628927828814,-1.1446075777816715,320.83166896875167,0.0,-0.38041441093340844,1.0
Iraq,2020,2.425482731737196,7.049673439978752,143.72649001253762,0,1,0,0,0,3,4.967912118563201,-0.7654805991643375,1013.2248192627579,0.0,0.007984816715738141,0.8695652173913043
Austria,2000,9.201238011581244,7.15324150671793,69.06257159667982,1,0,0,0,0,23,4.235012928405541,-0.7326148443766586,494.02125370604887,1.0,0.008616128835510883,0.0
Peru,2019,7.8017853022810835,10.621407788300395,108.19579935035676,0,0,1,0,0,4,4.683942542649107,0.3679551108436012,1149.1917058812662,0.0,0.08337386973697347,0.8260869565217391
Thailand ,2017,9.968921361543298,14.698015684837648,145.0959585235667,1,0,0,0,0,6,4.97739530645997,1.6616047821319704,2132.6226741859364,1.0,0.6622242744934992,0.7391304347826086
Bangladesh,2002,4.417370106442303,14.494743063003629,23.49902024945924,0,1,0,0,0,21,3.1569587287686254,1.5970992993650674,340.6122607482311,0.0,1.116352850688123,0.08695652173913043
Ukraine,2011,9.027886782055283,6.499085082886662,9.13782306019398,0,0,1,0,0,12,2.2124221798756945,-0.9402014615196306,59.387489540564445,0.0,0.4726388702384905,0.4782608695652174
Australia,2018,6.824434143459854,7.353297673734498,47.7294141876064,0,1,0,0,0,5,3.865547857479389,-0.6691300547504535,350.9685903144365,0.0,1.8745593349220413,0.782608695652174
Morocco,2012,5.625003255228839,4.396680815070838,7.622195536748486,0,1,0,0,0,11,2.0310644563798177,-1.607367561130396,33.51236088514064,0.0,0.26287458895915883,0.5217391304347826
Denmark,2009,3.780584890309081,8.386971488453336,18.39792707676945,0,0,0,1,0,14,2.912237999397227,-0.34110935112421764,154.302889839509,0.0,-0.4219248141593912,0.391304347826087
Pakistan,2014,7.907137322289143,13.181415338484,148.764763555605,0,0,1,0,0,9,5.002366290294688,1.1803346699873265,1960.930136157797,0.0,2.4643685763001937,0.6086956521739131
Japan,2019,9.2331259912344,14.07326912884754,144.06665681039718,0,1,0,0,0,4,4.970276086990031,1.4633509403824005,2027.488833786036,0.0,0.1834632245692307,0.8260869565217391
Nigeria,2001,3.882467184602966,6.60146127524738,104.00260618487556,0,0,0,0,1,22,4.644415958297347,-0.9077139299844801,686.5691772542597,0.0,-0.36584173577279133,0.043478260869565216
Czech_Republic,2018,3.4031226797889005,6.923739208377231,113.19506294104156,0,0,0,0,1,5,4.729112551222943,-0.8054439170624469,783.733095479618,0.0,-0.5013326221265894,0.782608695652174
Poland,2002,7.569775320038936,6.42934798159629,21.9333195688108,0,1,0,0,0,21,3.088006922101147,-0.962331472658922,141.01694389944012,0.0,0.7136384630753845,0.08695652173913043
Czech_Republic,2013,9.815785301804151,7.851139243320366,89.69010081719695,0,0,0,1,0,10,4.496360404192129,-0.5111475852086813,704.169470263255,0.0,0.37246168738408536,0.5652173913043478
China,2006,7.999640808832624,12.852353384495991,24.007498916816235,0,1,0,0,0,17,3.1783662364114322,1.075911850963774,308.552859956827,0.0,0.20722814644889653,0.2608695652173913
Ukraine,2007,4.276645912381191,11.11543216872906,57.37953725922816,0,0,0,0,1,16,4.049687746024851,0.5247262533154686,637.7983542780123,0.0,-0.31616794448026986,0.30434782608695654
Czech_Republic,2010,5.359643393182285,12.6453500965007,52.45640878308215,0,0,1,0,0,13,3.959982515806548,1.0102224978871175,663.3296538672281,0.0,1.0427063090888584,0.43478260869565216
Ethiopia,2021,5.074541083666974,10.413342169688368,92.48010871707253,0,0,0,1,0,2,4.526993580497257,0.3019286432619403,963.0270159608561,0.0,-0.04132549049349066,0.9130434782608695
Malaysia,2019,8.816760144376364,6.835063858650615,12.87427320764782,0,1,0,0,0,4,2.5552309950650134,-0.8335836940379708,87.99647950798754,0.0,-0.045094786668493425,0.8260869565217391
Romania,2005,8.17096623097779,6.507935982337985,16.41584841833367,0,0,0,0,1,18,2.798247235169757,-0.9373927628524038,106.83329060227979,0.0,1.541713171984473,0.21739130434782608
India,2010,6.711803478092161,4.099007764501248,91.87985670759316,0,0,1,0,0,13,4.520481818259311,-1.7018295878433045,376.61624604568647,0.0,0.25228545739253594,0.43478260869565216
South_Korea,2016,4.199672883175226,12.590803505614796,95.78153088400434,0,0,0,0,1,7,4.56206987812359,0.9929129647751915,1205.9664348274737,0.0,0.5366464083319407,0.6956521739130435
Vietnam,2009,9.503908221776449,13.318333487811897,51.64248136123096,0,0,0,1,0,14,3.94434461597102,1.2237835675430366,687.791788906984,0.0,1.5138724555923035,0.391304347826087
Belgium,2023,7.226521798153173,12.45110859591258,22.88379804063336,1,0,0,0,0,0,3.1304291510148374,0.9485829044398735,284.92865449085747,1.0,0.6964646468182918,1.0
Canada,2016,9.76381317153426,4.818422635013398,133.02590745295024,0,1,0,0,0,7,4.89054390213141,-1.4735341926573862,640.9750435144929,0.0,1.3248984964162687,0.6956521739130435
Australia,2020,6.640936264336246,12.384437898868526,8.889370878805524,0,0,1,0,0,3,2.184856279733223,0.9274259701688913,110.08986160857735,0.0,1.7379853822252649,0.8695652173913043
Spain,2001,8.569542066908912,4.503441984652962,107.88895212310214,0,0,0,1,0,22,4.681102477059897,-1.5734885235968643,485.87163667139157,0.0,1.207241338933625,0.043478260869565216
Romania,2005,8.504843035156213,5.161523722770303,21.86666300112925,0,0,0,1,0,18,3.0849632396506355,-1.3646562675146667,112.8652998181523,0.0,0.040861361403334184,0.21739130434782608
Spain,2004,4.698630214668737,8.845229102259339,95.96871235561504,1,0,0,0,0,19,4.5640222253843215,-0.19568824943595253,848.8652474342415,1.0,-0.43590611792477807,0.17391304347826086
Italy,2003,9.712165783657824,9.23761709817324,99.88472119240603,1,0,0,0,0,20,4.604016732940881,-0.0711698717026668,922.696808333237,1.0,3.436328603895836,0.13043478260869565
Turkey,2001,2.175531740780512,12.97730500280566,120.8346859182702,0,1,0,0,0,22,4.794423379370343,1.1155633514405685,1568.1085740796184,0.0,-0.7461320892301495,0.043478260869565216
Sweden,2011,8.149687270139314,11.474795812450015,59.85873725829518,0,1,0,0,0,12,4.0919874072855,0.6387648538802893,686.8667876300312,0.0,-0.09727630985155522,0.4782608695652174
India,2002,9.724456686112353,5.686521964943379,4.247673766684291,0,0,0,1,0,21,1.4463714840707094,-1.1980560399109605,24.154490174164,0.0,0.2846427106455167,0.08695652173913043
Vietnam,2005,4.711265626269783,6.487614615516815,121.84635850937993,0,1,0,0,0,18,4.802760894596991,-0.943841440325326,790.4922163129548,0.0,-0.44604907970729546,0.21739130434782608
Saudi_Arabia,2023,7.184884702327776,7.142427070845555,67.16613488740155,0,1,0,0,0,0,4.2071691753781275,-0.7360466415390373,479.7292200638409,0.0,-0.005761706252105703,1.0
Sweden,2013,6.497785998753685,5.360399012003442,127.21638312003952,1,0,0,0,0,10,4.8458894407257755,-1.3015462115383822,681.9305743873113,1.0,-0.3380268823158362,0.5652173913043478
Spain,2007,8.09205847741219,7.164093749951538,116.62175749948112,0,0,0,1,0,16,4.7589358559898445,-0.7291710496217539,835.4892040103965,0.0,0.8921506814452675,0.30434782608695654
Greece,2020,8.929423373160418,12.014579710937063,75.24771636366705,0,0,0,0,1,3,4.320785555841812,0.8100570852076303,904.069686317261,0.0,0.34460308271802154,0.8695652173913043
Poland,2020,6.824356554396384,6.6554161711801125,149.9105119399013,0,0,0,0,1,3,5.010038529000057,-0.8905921622895624,997.7168453947086,0.0,-0.2357449894347412,0.8695652173913043
Colombia,2013,8.527236691051655,13.188956117664253,69.84918647833558,0,0,1,0,0,10,4.246338438939881,1.182727621861869,921.2378553173153,0.0,0.3123295677461879,0.5652173913043478
Ethiopia,2002,4.498284607114042,9.164686946377287,104.77918838699694,1,0,0,0,0,21,4.651855168072969,-0.09431314897934207,960.2684600623174,1.0,-0.5374256112901288,0.08695652173913043
Romania,2015,3.828696469638535,7.552293373688277,100.8007691685045,0,0,1,0,0,8,4.613145986248081,-0.6059817882586792,761.2769810539781,0.0,-0.3065120605822649,0.6521739130434783
Philippines,2014,5.4453415162627214,8.536599150037603,78.19194054000302,0,0,0,1,0,9,4.359166580091698,-0.29362728266515564,667.4932531535806,0.0,-0.31133844091552,0.6086956521739131
Thailand ,2006,7.421892796646266,11.804464146528408,88.2171930616313,0,0,0,0,1,17,4.4798018766873975,0.7433800984263624,1041.3566926034014,0.0,-0.07222174419987093,0.2608695652173913
Argentina,2014,3.497975591509789,9.684719735705894,119.99270550492696,0,0,0,0,1,9,4.7874309534754715,0.07071136749318005,1162.0957231443115,0.0,-0.3576205310423689,0.6086956521739131
Indonesia,2012,7.442817537215132,4.080065303725639,86.1703769013653,0,0,0,0,1,11,4.456326463169988,-1.7078406904015306,351.5807650042218,0.0,0.3231667964452296,0.5217391304347826
Poland,2005,5.152749188576538,14.145562312435825,68.0720974873676,0,0,1,0,0,18,4.220567400667626,1.486292085461576,962.9180967457645,0.0,0.09370806006884114,0.21739130434782608
Israel,2014,8.364602191141056,4.725956033020369,99.65028871891283,0,1,0,0,0,9,4.601666943984389,-1.502877066024001,470.9428831633677,0.0,1.3912694563802672,0.6086956521739131
Indonesia,2016,2.2946865368264264,14.324834836958242,6.2908462703862815,0,0,1,0,0,7,1.839095603854138,1.543181501443048,90.11533380797823,0.0,-0.7649804951700192,0.6956521739130435
Colombia,2003,7.343861102635156,4.309681059820601,17.26988737565228,0,0,0,0,1,20,2.848964370750657,-1.6349756136186515,74.42770652808355,0.0,-0.24384928488429392,0.13043478260869565
Greece,2021,7.1985786931997415,12.480772684531932,19.688530623096863,1,0,0,0,0,2,2.980036264325367,0.9579963529405474,245.72807519931777,1.0,0.41856742797279556,0.9130434782608695
Kenya,2021,9.527483809002517,9.88142179001617,64.43938186865896,1,0,0,0,0,2,4.165724965908002,0.13313178033601955,636.7527121321394,1.0,0.3235229084878679,0.9130434782608695
South_Africa,2013,7.706940428512564,9.562987986645163,130.89451073780782,0,0,1,0,0,10,4.874391737260462,0.03208164367511625,1251.7426337034526,0.0,-0.09619719637897439,0.5652173913043478
Netherlands,2014,8.370415171386249,4.80056352798405,96.85089506725647,0,0,1,0,0,9,4.573172631599215,-1.4792015093393867,464.93887451248173,0.0,0.0006949499943162962,0.6086956521739131
Peru,2011,9.236728126825348,6.626195113717079,145.92015334075444,0,0,0,1,0,12,4.98305957718042,-0.8998650215738367,966.895407059354,0.0,0.13338436441223744,0.4782608695652174
China,2018,7.400415346335903,12.553020487717111,6.951204438745345,0,0,1,0,0,5,1.9389149451007957,0.9809230972372466,87.25861173388043,0.0,1.1745955237778731,0.782608695652174
Spain,2021,4.321229079679797,13.803858129147436,108.57904968391968,0,0,1,0,0,2,4.687478476218703,1.3778574467600304,1498.809797634478,0.0,-0.5464459277698621,0.9130434782608695
Poland,2009,8.958190396668176,9.820305491582776,47.81603205114707,0,0,0,0,1,14,3.867360981823449,0.11373745020044794,469.56804213757755,0.0,-0.057420359327319814,0.391304347826087
Bangladesh,2005,7.980624955807801,7.88677735998855,4.469530025243633,0,1,0,0,0,18,1.4972832633313797,-0.4998383695364326,35.25018821288053,0.0,0.5488091237781498,0.21739130434782608
Philippines,2008,5.395500832007148,4.659375288706319,124.06307680021273,0,0,0,0,1,15,4.820790120141938,-1.5240054551607556,578.0564342837854,0.0,-0.45765793959172407,0.34782608695652173
Peru,2001,7.684233381199697,11.503963786729743,25.24133797097402,0,1,0,0,0,22,3.228483046211538,0.6480208680216466,290.37543794669153,0.0,2.532117338100908,0.043478260869565216
Nigeria,2003,8.941511017449137,7.062912717549109,32.897161554597645,0,0,0,0,1,20,3.493386379113188,-0.7612793152754614,232.3497807152353,0.0,0.21754903755474153,0.13043478260869565
Spain,2008,9.805217051130173,4.605150864913615,51.72941293892821,0,0,0,0,1,15,3.9460265353898105,-1.54121275343313,238.22175073717878,0.0,0.8172950679506417,0.34782608695652173
Japan,2014,9.618812031672444,11.324369020084845,118.46521041226958,0,0,0,1,0,9,4.774619334452432,0.5910291933912186,1341.5437587505382,0.0,0.14914395937656288,0.6086956521739131
Philippines,2012,4.602622614113132,9.342917728871342,94.0639962965301,0,1,0,0,0,11,4.543975362288089,-0.0377543140266964,878.8321786473393,0.0,-0.381602116255118,0.5217391304347826
Ukraine,2019,5.373549709745454,4.131583646718964,40.46430924120134,0,0,0,0,1,4,3.7004203322768503,-1.69149212581791,167.1816783367265,0.0,-0.3905301242460485,0.8260869565217391
Indonesia,2007,2.87629283981897,5.220164430169818,26.104911410483048,0,0,0,0,1,16,3.2621234732725033,-1.3460475286374407,136.2719299977378,0.0,-0.6445536265157097,0.30434782608695654
Netherlands,2018,3.980354296144368,11.691221221705383,17.322687313277886,0,1,0,0,0,5,2.852017047754507,0.7074441741993901,202.52336953396102,0.0,-0.46214447299702943,0.782608695652174
